,timestamp,date,day,day type,activity name,segment,activity count
0,1570557600,2019-10-09,3,1,1,0,0
1,1570557600,2019-10-09,3,1,1,1,0
2,1570557600,2019-10-09,3,1,1,2,0
3,1570557600,2019-10-09,3,1,1,3,0
4,1570557600,2019-10-09,3,1,0,0,0
5,1570557600,2019-10-09,3,1,0,1,0
6,1570557600,2019-10-09,3,1,0,2,0
7,1570557600,2019-10-09,3,1,0,3,0
8,1570557600,2019-10-09,3,1,2,0,0
9,1570557600,2019-10-09,3,1,2,1,1589
10,1570557600,2019-10-09,3,1,2,2,0
11,1570557600,2019-10-09,3,1,2,3,0
12,1570557600,2019-10-09,3,1,3,0,0
13,1570557600,2019-10-09,3,1,3,1,0
14,1570557600,2019-10-09,3,1,3,2,0
15,1570557600,2019-10-09,3,1,3,3,0
16,1570730400,2019-10-11,5,1,1,0,0
17,1570730400,2019-10-11,5,1,1,1,0
18,1570730400,2019-10-11,5,1,1,2,0
19,1570730400,2019-10-11,5,1,1,3,0
20,1570730400,2019-10-11,5,1,0,0,0
21,1570730400,2019-10-11,5,1,0,1,0
22,1570730400,2019-10-11,5,1,0,2,0
23,1570730400,2019-10-11,5,1,0,3,0
24,1570730400,2019-10-11,5,1,2,0,0
25,1570730400,2019-10-11,5,1,2,1,497
26,1570730400,2019-10-11,5,1,2,2,0
27,1570730400,2019-10-11,5,1,2,3,0
28,1570730400,2019-10-11,5,1,3,0,0
29,1570730400,2019-10-11,5,1,3,1,0
30,1570730400,2019-10-11,5,1,3,2,0
31,1570730400,2019-10-11,5,1,3,3,0
32,1570989600,2019-10-14,1,1,1,0,536
33,1570989600,2019-10-14,1,1,1,1,0
34,1570989600,2019-10-14,1,1,1,2,0
35,1570989600,2019-10-14,1,1,1,3,0
36,1570989600,2019-10-14,1,1,0,0,744
37,1570989600,2019-10-14,1,1,0,1,0
38,1570989600,2019-10-14,1,1,0,2,0
39,1570989600,2019-10-14,1,1,0,3,0
40,1570989600,2019-10-14,1,1,2,0,0
41,1570989600,2019-10-14,1,1,2,1,439
42,1570989600,2019-10-14,1,1,2,2,0
43,1570989600,2019-10-14,1,1,2,3,0
44,1570989600,2019-10-14,1,1,3,0,174
45,1570989600,2019-10-14,1,1,3,1,0
46,1570989600,2019-10-14,1,1,3,2,0
47,1570989600,2019-10-14,1,1,3,3,0
48,1571076000,2019-10-15,2,1,1,0,833
49,1571076000,2019-10-15,2,1,1,1,0
50,1571076000,2019-10-15,2,1,1,2,0
51,1571076000,2019-10-15,2,1,1,3,0
52,1571076000,2019-10-15,2,1,0,0,909
53,1571076000,2019-10-15,2,1,0,1,0
54,1571076000,2019-10-15,2,1,0,2,0
55,1571076000,2019-10-15,2,1,0,3,0
56,1571076000,2019-10-15,2,1,2,0,0
57,1571076000,2019-10-15,2,1,2,1,593
58,1571076000,2019-10-15,2,1,2,2,0
59,1571076000,2019-10-15,2,1,2,3,0
60,1571076000,2019-10-15,2,1,3,0,564
61,1571076000,2019-10-15,2,1,3,1,0
62,1571076000,2019-10-15,2,1,3,2,0
63,1571076000,2019-10-15,2,1,3,3,0
64,1571162400,2019-10-16,3,1,1,0,0
65,1571162400,2019-10-16,3,1,1,1,0
66,1571162400,2019-10-16,3,1,1,2,0
67,1571162400,2019-10-16,3,1,1,3,0
68,1571162400,2019-10-16,3,1,0,0,872
69,1571162400,2019-10-16,3,1,0,1,0
70,1571162400,2019-10-16,3,1,0,2,0
71,1571162400,2019-10-16,3,1,0,3,0
72,1571162400,2019-10-16,3,1,2,0,0
73,1571162400,2019-10-16,3,1,2,1,0
74,1571162400,2019-10-16,3,1,2,2,0
75,1571162400,2019-10-16,3,1,2,3,0
76,1571162400,2019-10-16,3,1,3,0,156
77,1571162400,2019-10-16,3,1,3,1,0
78,1571162400,2019-10-16,3,1,3,2,0
79,1571162400,2019-10-16,3,1,3,3,0
80,1571248800,2019-10-17,4,1,1,0,0
81,1571248800,2019-10-17,4,1,1,1,0
82,1571248800,2019-10-17,4,1,1,2,0
83,1571248800,2019-10-17,4,1,1,3,0
84,1571248800,2019-10-17,4,1,0,0,0
85,1571248800,2019-10-17,4,1,0,1,152
86,1571248800,2019-10-17,4,1,0,2,0
87,1571248800,2019-10-17,4,1,0,3,0
88,1571248800,2019-10-17,4,1,2,0,0
89,1571248800,2019-10-17,4,1,2,1,0
90,1571248800,2019-10-17,4,1,2,2,0
91,1571248800,2019-10-17,4,1,2,3,0
92,1571248800,2019-10-17,4,1,3,0,633
93,1571248800,2019-10-17,4,1,3,1,0
94,1571248800,2019-10-17,4,1,3,2,0
95,1571248800,2019-10-17,4,1,3,3,0
96,1571335200,2019-10-18,5,1,1,0,0
97,1571335200,2019-10-18,5,1,1,1,0
98,1571335200,2019-10-18,5,1,1,2,0
99,1571335200,2019-10-18,5,1,1,3,0
100,1571335200,2019-10-18,5,1,0,0,729
101,1571335200,2019-10-18,5,1,0,1,678
102,1571335200,2019-10-18,5,1,0,2,0
103,1571335200,2019-10-18,5,1,0,3,0
104,1571335200,2019-10-18,5,1,2,0,0
105,1571335200,2019-10-18,5,1,2,1,0
106,1571335200,2019-10-18,5,1,2,2,0
107,1571335200,2019-10-18,5,1,2,3,0
108,1571335200,2019-10-18,5,1,3,0,0
109,1571335200,2019-10-18,5,1,3,1,0
110,1571335200,2019-10-18,5,1,3,2,0
111,1571335200,2019-10-18,5,1,3,3,704
112,1571508000,2019-10-20,0,0,1,0,0
113,1571508000,2019-10-20,0,0,1,1,0
114,1571508000,2019-10-20,0,0,1,2,0
115,1571508000,2019-10-20,0,0,1,3,0
116,1571508000,2019-10-20,0,0,0,0,0
117,1571508000,2019-10-20,0,0,0,1,0
118,1571508000,2019-10-20,0,0,0,2,0
119,1571508000,2019-10-20,0,0,0,3,1072
120,1571508000,2019-10-20,0,0,2,0,0
121,1571508000,2019-10-20,0,0,2,1,0
122,1571508000,2019-10-20,0,0,2,2,0
123,1571508000,2019-10-20,0,0,2,3,0
124,1571508000,2019-10-20,0,0,3,0,0
125,1571508000,2019-10-20,0,0,3,1,0
126,1571508000,2019-10-20,0,0,3,2,0
127,1571508000,2019-10-20,0,0,3,3,0
128,1571594400,2019-10-21,1,1,1,0,0
129,1571594400,2019-10-21,1,1,1,1,0
130,1571594400,2019-10-21,1,1,1,2,0
131,1571594400,2019-10-21,1,1,1,3,0
132,1571594400,2019-10-21,1,1,0,0,0
133,1571594400,2019-10-21,1,1,0,1,0
134,1571594400,2019-10-21,1,1,0,2,0
135,1571594400,2019-10-21,1,1,0,3,0
136,1571594400,2019-10-21,1,1,2,0,0
137,1571594400,2019-10-21,1,1,2,1,0
138,1571594400,2019-10-21,1,1,2,2,0
139,1571594400,2019-10-21,1,1,2,3,0
140,1571594400,2019-10-21,1,1,3,0,0
141,1571594400,2019-10-21,1,1,3,1,0
142,1571594400,2019-10-21,1,1,3,2,0
143,1571594400,2019-10-21,1,1,3,3,904
144,1571767200,2019-10-23,3,1,1,0,765
145,1571767200,2019-10-23,3,1,1,1,0
146,1571767200,2019-10-23,3,1,1,2,0
147,1571767200,2019-10-23,3,1,1,3,0
148,1571767200,2019-10-23,3,1,0,0,862
149,1571767200,2019-10-23,3,1,0,1,158
150,1571767200,2019-10-23,3,1,0,2,0
151,1571767200,2019-10-23,3,1,0,3,0
152,1571767200,2019-10-23,3,1,2,0,0
153,1571767200,2019-10-23,3,1,2,1,0
154,1571767200,2019-10-23,3,1,2,2,0
155,1571767200,2019-10-23,3,1,2,3,0
156,1571767200,2019-10-23,3,1,3,0,0
157,1571767200,2019-10-23,3,1,3,1,0
158,1571767200,2019-10-23,3,1,3,2,0
159,1571767200,2019-10-23,3,1,3,3,0
160,1572285600,2019-10-29,2,1,1,0,0
161,1572285600,2019-10-29,2,1,1,1,0
162,1572285600,2019-10-29,2,1,1,2,0
163,1572285600,2019-10-29,2,1,1,3,0
164,1572285600,2019-10-29,2,1,0,0,605
165,1572285600,2019-10-29,2,1,0,1,0
166,1572285600,2019-10-29,2,1,0,2,0
167,1572285600,2019-10-29,2,1,0,3,0
168,1572285600,2019-10-29,2,1,2,0,670
169,1572285600,2019-10-29,2,1,2,1,0
170,1572285600,2019-10-29,2,1,2,2,0
171,1572285600,2019-10-29,2,1,2,3,0
172,1572285600,2019-10-29,2,1,3,0,0
173,1572285600,2019-10-29,2,1,3,1,0
174,1572285600,2019-10-29,2,1,3,2,0
175,1572285600,2019-10-29,2,1,3,3,0
176,1572372000,2019-10-30,3,1,1,0,0
177,1572372000,2019-10-30,3,1,1,1,0
178,1572372000,2019-10-30,3,1,1,2,0
179,1572372000,2019-10-30,3,1,1,3,0
180,1572372000,2019-10-30,3,1,0,0,746
181,1572372000,2019-10-30,3,1,0,1,0
182,1572372000,2019-10-30,3,1,0,2,0
183,1572372000,2019-10-30,3,1,0,3,0
184,1572372000,2019-10-30,3,1,2,0,0
185,1572372000,2019-10-30,3,1,2,1,0
186,1572372000,2019-10-30,3,1,2,2,0
187,1572372000,2019-10-30,3,1,2,3,0
188,1572372000,2019-10-30,3,1,3,0,0
189,1572372000,2019-10-30,3,1,3,1,0
190,1572372000,2019-10-30,3,1,3,2,0
191,1572372000,2019-10-30,3,1,3,3,0
192,1572458400,2019-10-31,4,1,1,0,0
193,1572458400,2019-10-31,4,1,1,1,0
194,1572458400,2019-10-31,4,1,1,2,0
195,1572458400,2019-10-31,4,1,1,3,0
196,1572458400,2019-10-31,4,1,0,0,0
197,1572458400,2019-10-31,4,1,0,1,0
198,1572458400,2019-10-31,4,1,0,2,0
199,1572458400,2019-10-31,4,1,0,3,0
200,1572458400,2019-10-31,4,1,2,0,0
201,1572458400,2019-10-31,4,1,2,1,0
202,1572458400,2019-10-31,4,1,2,2,0
203,1572458400,2019-10-31,4,1,2,3,0
204,1572458400,2019-10-31,4,1,3,0,0
205,1572458400,2019-10-31,4,1,3,1,0
206,1572458400,2019-10-31,4,1,3,2,0
207,1572458400,2019-10-31,4,1,3,3,676
208,1572976800,2019-11-06,3,1,1,0,0
209,1572976800,2019-11-06,3,1,1,1,0
210,1572976800,2019-11-06,3,1,1,2,0
211,1572976800,2019-11-06,3,1,1,3,0
212,1572976800,2019-11-06,3,1,0,0,0
213,1572976800,2019-11-06,3,1,0,1,0
214,1572976800,2019-11-06,3,1,0,2,0
215,1572976800,2019-11-06,3,1,0,3,0
216,1572976800,2019-11-06,3,1,2,0,0
217,1572976800,2019-11-06,3,1,2,1,0
218,1572976800,2019-11-06,3,1,2,2,0
219,1572976800,2019-11-06,3,1,2,3,0
220,1572976800,2019-11-06,3,1,3,0,0
221,1572976800,2019-11-06,3,1,3,1,0
222,1572976800,2019-11-06,3,1,3,2,0
223,1572976800,2019-11-06,3,1,3,3,935
224,1573581600,2019-11-13,3,1,1,0,0
225,1573581600,2019-11-13,3,1,1,1,0
226,1573581600,2019-11-13,3,1,1,2,0
227,1573581600,2019-11-13,3,1,1,3,0
228,1573581600,2019-11-13,3,1,0,0,830
229,1573581600,2019-11-13,3,1,0,1,0
230,1573581600,2019-11-13,3,1,0,2,0
231,1573581600,2019-11-13,3,1,0,3,0
232,1573581600,2019-11-13,3,1,2,0,0
233,1573581600,2019-11-13,3,1,2,1,0
234,1573581600,2019-11-13,3,1,2,2,0
235,1573581600,2019-11-13,3,1,2,3,0
236,1573581600,2019-11-13,3,1,3,0,0
237,1573581600,2019-11-13,3,1,3,1,0
238,1573581600,2019-11-13,3,1,3,2,0
239,1573581600,2019-11-13,3,1,3,3,0
240,1573754400,2019-11-15,5,1,1,0,0
241,1573754400,2019-11-15,5,1,1,1,0
242,1573754400,2019-11-15,5,1,1,2,0
243,1573754400,2019-11-15,5,1,1,3,0
244,1573754400,2019-11-15,5,1,0,0,473
245,1573754400,2019-11-15,5,1,0,1,0
246,1573754400,2019-11-15,5,1,0,2,0
247,1573754400,2019-11-15,5,1,0,3,0
248,1573754400,2019-11-15,5,1,2,0,0
249,1573754400,2019-11-15,5,1,2,1,0
250,1573754400,2019-11-15,5,1,2,2,0
251,1573754400,2019-11-15,5,1,2,3,0
252,1573754400,2019-11-15,5,1,3,0,0
253,1573754400,2019-11-15,5,1,3,1,0
254,1573754400,2019-11-15,5,1,3,2,0
255,1573754400,2019-11-15,5,1,3,3,0
256,1574186400,2019-11-20,3,1,1,0,0
257,1574186400,2019-11-20,3,1,1,1,0
258,1574186400,2019-11-20,3,1,1,2,0
