,timestamp,raw_acc:magnitude_stats:mean,raw_acc:magnitude_stats:std,raw_acc:magnitude_stats:moment3,raw_acc:magnitude_stats:moment4,raw_acc:magnitude_stats:percentile25,raw_acc:magnitude_stats:percentile50,raw_acc:magnitude_stats:percentile75,raw_acc:magnitude_stats:value_entropy,raw_acc:magnitude_stats:time_entropy,raw_acc:magnitude_spectrum:log_energy_band0,raw_acc:magnitude_spectrum:log_energy_band1,raw_acc:magnitude_spectrum:log_energy_band2,raw_acc:magnitude_spectrum:log_energy_band3,raw_acc:magnitude_spectrum:log_energy_band4,raw_acc:magnitude_spectrum:spectral_entropy,raw_acc:magnitude_autocorrelation:period,raw_acc:magnitude_autocorrelation:normalized_ac,raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,raw_acc:3d:std_x,raw_acc:3d:std_y,raw_acc:3d:std_z,raw_acc:3d:ro_xy,raw_acc:3d:ro_xz,raw_acc:3d:ro_yz,proc_gyro:magnitude_stats:mean,proc_gyro:magnitude_stats:std,proc_gyro:magnitude_stats:moment3,proc_gyro:magnitude_stats:moment4,proc_gyro:magnitude_stats:percentile25,proc_gyro:magnitude_stats:percentile50,proc_gyro:magnitude_stats:percentile75,proc_gyro:magnitude_stats:value_entropy,proc_gyro:magnitude_stats:time_entropy,proc_gyro:magnitude_spectrum:log_energy_band0,proc_gyro:magnitude_spectrum:log_energy_band1,proc_gyro:magnitude_spectrum:log_energy_band2,proc_gyro:magnitude_spectrum:log_energy_band3,proc_gyro:magnitude_spectrum:log_energy_band4,proc_gyro:magnitude_spectrum:spectral_entropy,proc_gyro:magnitude_autocorrelation:period,proc_gyro:magnitude_autocorrelation:normalized_ac,proc_gyro:3d:mean_x,proc_gyro:3d:mean_y,proc_gyro:3d:mean_z,proc_gyro:3d:std_x,proc_gyro:3d:std_y,proc_gyro:3d:std_z,proc_gyro:3d:ro_xy,proc_gyro:3d:ro_xz,proc_gyro:3d:ro_yz,raw_magnet:magnitude_stats:mean,raw_magnet:magnitude_stats:std,raw_magnet:magnitude_stats:moment3,raw_magnet:magnitude_stats:moment4,raw_magnet:magnitude_stats:percentile25,raw_magnet:magnitude_stats:percentile50,raw_magnet:magnitude_stats:percentile75,raw_magnet:magnitude_stats:value_entropy,raw_magnet:magnitude_stats:time_entropy,raw_magnet:magnitude_spectrum:log_energy_band0,raw_magnet:magnitude_spectrum:log_energy_band1,raw_magnet:magnitude_spectrum:log_energy_band2,raw_magnet:magnitude_spectrum:log_energy_band3,raw_magnet:magnitude_spectrum:log_energy_band4,raw_magnet:magnitude_spectrum:spectral_entropy,raw_magnet:magnitude_autocorrelation:period,raw_magnet:magnitude_autocorrelation:normalized_ac,raw_magnet:3d:mean_x,raw_magnet:3d:mean_y,raw_magnet:3d:mean_z,raw_magnet:3d:std_x,raw_magnet:3d:std_y,raw_magnet:3d:std_z,raw_magnet:3d:ro_xy,raw_magnet:3d:ro_xz,raw_magnet:3d:ro_yz,raw_magnet:avr_cosine_similarity_lag_range0,raw_magnet:avr_cosine_similarity_lag_range1,raw_magnet:avr_cosine_similarity_lag_range2,raw_magnet:avr_cosine_similarity_lag_range3,raw_magnet:avr_cosine_similarity_lag_range4,location:log_latitude_range,location:log_longitude_range,location:min_altitude,location:max_altitude,location:min_speed,location:max_speed,location:best_horizontal_accuracy,location:best_vertical_accuracy,location:diameter,location:log_diameter,location_quick_features:std_lat,location_quick_features:std_long,location_quick_features:lat_change,location_quick_features:long_change,location_quick_features:mean_abs_lat_deriv,location_quick_features:mean_abs_long_deriv,label:LYING_DOWN,label:SITTING,label:FIX_walking,label:FIX_running,label:BICYCLING,label:SLEEPING,label:IN_A_CAR,label:ON_A_BUS,label:DRIVE_-_I_M_THE_DRIVER,label:DRIVE_-_I_M_A_PASSENGER,label:OR_exercise,label:STROLLING,label:AT_THE_GYM,label:STAIRS_-_GOING_UP,label:STAIRS_-_GOING_DOWN,Activity Class
0,1444079161,0.996815,0.003529,-0.002786,0.006495999999999999,0.9952030000000001,0.996825,0.998502,1.7487560000000002,6.684605,5.04397,4.2e-05,0.000364,0.0007610000000000001,0.005429,0.429853,0.17368499999999998,0.148988,0.0023309999999999997,0.004614,-0.99679,0.0032689999999999998,0.0035210000000000003,0.003539,0.10692,0.516842,0.255494,0.002558,0.00151,0.001832,0.002531,0.001526,0.002196,0.00323,2.236059,6.532865,5.149616,2.818909,3.757026,2.952941,4.312930000000001,1.76692,4.193949,0.107787,0.000412,0.00044800000000000005,-0.000541,0.0017050000000000001,0.001987,0.001144,-0.37254299999999996,0.175125,-0.033004,618.751929,0.784768,-0.313058,1.038986,618.2439410000001,618.796487,619.260475,2.594321,6.684611,5.043589,1.4999999999999999e-05,0.000103,7e-05,0.000684,0.429649,2.4305939999999997,0.131063,223.24619199999998,97.50345300000001,-568.776302,1.009838,0.827983,0.7698729999999999,-0.069913,0.046582,0.021991999999999998,0.9999959999999999,0.9999959999999999,0.9999959999999999,0.9999959999999999,0.9999950000000001,0.06489500000000001,0.07047300000000001,108.230255,108.239944,,,65.0,10.0,10.102999,2.3128319999999998,2.8999999999999997e-05,3.2e-05,-6.7e-05,-7.3e-05,0.00011100000000000001,0.00011999999999999999,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
1,1444079221,0.996864,0.0041719999999999995,-0.0031100000000000004,0.00705,0.994957,0.9969809999999999,0.9987659999999999,1.935573,6.684603,5.043367,7.099999999999999e-05,0.000468,0.00063,0.007756,0.429733,0.057819,0.207046,0.003557,0.005495,-0.9968319999999999,0.002489,0.0037719999999999997,0.004177,-0.079483,0.357748,0.036252,0.0022789999999999998,0.001256,0.001519,0.002183,0.001424,0.0020350000000000004,0.00288,2.028993,6.550009999999999,4.9454709999999995,2.153223,2.719359,3.117012,4.355961,1.455363,1.323078,0.140106,9.1e-05,-8.2e-05,2e-06,0.001576,0.0017460000000000002,0.001105,-0.425875,0.138763,0.047049,618.834334,0.758077,-0.249869,0.9930190000000001,618.361085,618.826281,619.335332,2.6889990000000004,6.684611,5.043451999999999,3.2e-05,0.00010700000000000001,0.00010400000000000001,0.000666,0.429613,1.481933,0.124108,223.362545,97.553554,-568.811684,0.969197,0.859649,0.7585689999999999,-0.067319,0.093911,4.9e-05,0.9999959999999999,0.9999959999999999,0.9999959999999999,0.9999950000000001,0.9999959999999999,0.072793,0.061653,108.218773,108.237328,,,65.0,10.0,9.611984,2.263011,2.9999999999999997e-05,2.5e-05,-2.1e-05,1.3000000000000001e-05,4.4e-05,3.3e-05,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
2,1444079281,0.996825,0.003667,0.003094,0.006076,0.9947969999999999,0.9966139999999999,0.998704,2.03178,6.684605,5.0435989999999995,5.2000000000000004e-05,0.000251,0.00073,0.008223000000000001,0.429799,0.17344,0.186961,0.00418,0.005776,-0.996785,0.0035670000000000003,0.004051,0.0036810000000000002,0.122432,0.46488100000000004,0.222375,0.002579,0.00179,0.002418,0.0033950000000000004,0.00135,0.002088,0.003187,1.975138,6.492197,4.878255,3.366933,3.8248900000000003,3.056752,4.501969,1.848755,1.323074,0.1605,1.1e-05,0.00017900000000000001,2.6000000000000002e-05,0.001714,0.0022440000000000003,0.0013599999999999999,-0.506993,0.181114,-0.214371,618.632716,0.755343,-0.359531,0.985042,618.115518,618.632516,619.153564,2.5701549999999997,6.684611,5.043541,2.3e-05,8.7e-05,7.6e-05,0.0006,0.429634,0.681743,0.097205,223.25282799999997,97.686277,-568.612604,0.9660709999999999,0.895598,0.738005,-0.016681,0.06865299999999999,-0.015719999999999998,0.9999950000000001,0.9999959999999999,0.9999959999999999,0.9999950000000001,0.9999959999999999,0.004599,0.004253,108.276825,108.347427,,,65.0,10.0,0.568155,-0.5653600000000001,2e-06,2e-06,-5e-06,3e-06,,,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
3,1444079341,0.9968739999999999,0.0035409999999999994,0.0006259999999999999,0.006059,0.99505,0.996907,0.99869,1.865318,6.684605,5.043263,1.9e-05,0.000173,0.0006230000000000001,0.0037630000000000003,0.42962799999999995,0.173474,0.47943,0.0041789999999999996,0.0055509999999999995,-0.996836,0.004202,0.002919,0.0035590000000000005,0.308841,0.773514,0.296194,0.002497,0.001577,0.0019440000000000002,0.002715,0.001415,0.002106,0.003102,2.094385,6.513228,4.9172769999999995,3.325518,3.2864169999999997,2.773796,4.546137,1.726047,0.5242359999999999,0.091489,-6e-06,-2e-05,4.2e-05,0.001347,0.002357,0.001164,-0.565952,0.108946,-0.13867000000000002,618.757055,0.742001,0.360829,0.975374,618.246868,618.758365,619.250399,2.583234,6.684611,5.043465,2.9999999999999997e-05,8.3e-05,6.1e-05,0.0006360000000000001,0.42961499999999997,2.431046,0.094555,223.28158399999998,97.71264599999999,-568.731966,1.005736,0.9059719999999999,0.731952,-0.05929500000000001,0.097724,0.0016010000000000002,0.9999950000000001,0.9999950000000001,0.9999950000000001,0.9999950000000001,0.9999950000000001,0.017508000000000003,0.010553,108.392548,108.45105,,,65.0,10.0,2.097436,0.7407159999999999,6e-06,3e-06,7.000000000000001e-06,4e-06,,,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
4,1444079431,0.9973709999999999,0.037653,0.043389,0.102332,0.995548,0.9968600000000001,0.9982049999999999,0.46080600000000005,6.683903999999999,5.042779,0.000858,0.006035,0.014974000000000001,0.023291,0.43016400000000005,0.26060300000000003,0.20230499999999998,-0.008383,-9e-06,-0.9941840000000001,0.074612,0.023784,0.039512,-0.18775799999999998,-0.204381,0.062696,0.10556600000000001,0.340573,0.582097,0.825209,0.0018670000000000002,0.003018,0.006146,0.665061,4.638178,6.291532,3.912588,3.541116,4.298033,4.82468,3.425678,0.0,0.0,-0.001074,-0.0009339999999999999,0.0069299999999999995,0.099609,0.322466,0.11479500000000001,-0.318971,0.097856,-0.353731,613.681143,10.944927999999999,14.981542999999999,20.677301,611.54155,612.157212,612.81678,0.850733,6.684455000000001,5.041911,0.0002,0.00028900000000000003,0.000118,0.0006309999999999999,0.429287,9.012262,0.003421,86.943267,97.07364100000001,-599.63413,7.469600999999999,3.080962,10.748761,-0.190978,-0.585623,0.532324,0.9999709999999999,0.9999110000000001,0.999883,0.999875,0.9996450000000001,0.033513,0.037707,108.025627,108.355423,,,65.0,10.0,5.015308,1.612495,1.1e-05,1.1e-05,2e-06,-8e-06,,,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
5,1444079492,0.9971200000000001,0.0048259999999999996,0.00418,0.010985,0.995599,0.997075,0.9987280000000001,1.274992,6.6846,5.043153,2.6000000000000002e-05,0.00015,0.000133,0.01293,0.429746,9.141139,0.12947899999999998,0.008818000000000001,-0.0037890000000000003,-0.9970540000000001,0.005016,0.003752,0.004832,0.105952,-0.018206,0.341005,0.003592,0.0027329999999999998,0.0037049999999999995,0.005179,0.001808,0.002827,0.004604,1.968841,6.4553709999999995,4.977139,3.5105589999999998,3.5312870000000003,2.681685,4.565526,1.882895,5.591439,0.094153,-6.7e-05,-9.300000000000001e-05,-0.000549,0.0027199999999999998,0.003046,0.001838,-0.35221399999999997,0.011116,0.055567,612.410648,0.73269,0.29446,0.960752,611.937142,612.382118,612.901958,2.567524,6.684611,5.043291,2.1e-05,6.2e-05,0.00011100000000000001,0.000594,0.429568,0.533651,0.103942,88.09729300000001,97.946229,-598.0728230000001,0.753366,0.731323,0.7336050000000001,0.012408,0.009736,0.00374,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.069037,0.05152999999999999,108.051674,108.121132,,,65.0,10.0,9.356803,2.236104,2.3e-05,1.9e-05,3.3e-05,3e-06,9e-06,2.2e-05,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
6,1444079552,0.9971389999999999,0.003505,-0.006299,0.010597,0.9958290000000001,0.9973200000000001,0.998582,1.131903,6.684606,5.043516,7.6e-05,0.000254,0.00038500000000000003,0.004759,0.42971400000000004,0.260181,0.131338,0.009501,-0.0034579999999999997,-0.997075,0.004529999999999999,0.002294,0.0035090000000000004,0.015898,0.009529000000000001,0.43433299999999997,0.0032409999999999995,0.002144,0.002467,0.003303,0.0017670000000000001,0.002671,0.004097,2.4198209999999998,6.491532,4.978223000000001,3.051656,3.210473,2.890302,4.6078660000000005,1.75962,2.595999,0.136523,-0.000202,0.000276,0.000252,0.0021,0.002888,0.0014730000000000001,-0.408883,-0.118182,-0.050993000000000004,612.63288,0.740678,-0.344124,0.9532860000000001,612.132255,612.63759,613.15252,2.618007,6.684611,5.043152,1.7e-05,8.499999999999999e-05,0.000135,0.0005099999999999999,0.42953,2.578105,0.099327,88.084242,98.047529,-598.285758,0.734959,0.705937,0.745517,0.033727,-0.011788,0.048857,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.073358,0.115133,107.939774,108.058121,,,65.0,10.0,14.193937,2.6528150000000004,3.2e-05,4.8e-05,7e-05,0.000109,8e-06,1.3000000000000001e-05,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
7,1444079612,0.9971629999999999,0.0018800000000000002,0.001517,0.003076,0.9960040000000001,0.997181,0.9982639999999999,1.97743,6.68461,5.043233,3.1e-05,8.7e-05,5.5e-05,0.000992,0.42956000000000005,0.086724,0.160641,0.012498,-0.003761,-0.9970700000000001,0.003213,0.0019039999999999999,0.0018780000000000001,0.01909,0.055073000000000004,0.49030200000000007,0.0027300000000000002,0.001877,0.002559,0.0038,0.001482,0.002306,0.003439,1.7206130000000002,6.491107,4.783282,3.3343309999999997,3.053204,2.584261,4.869562999999999,1.850723,3.893994,0.169062,3.3e-05,1.8e-05,0.0,0.002,0.002365,0.001175,-0.524412,0.008612999999999999,-0.01061,612.793757,0.709855,-0.306557,0.935067,612.328062,612.76599,613.304751,2.56747,6.684611,5.043412,4.4e-05,9.2e-05,8.3e-05,0.00056,0.4296,10.047355,0.092462,88.14817,98.164211,-598.421959,0.6962189999999999,0.751027,0.700638,0.050093,-0.014286000000000002,-0.049144,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.054563,0.056129,108.138893,108.20284299999999,,,65.0,10.0,7.566095,2.023677,2.2e-05,2.2e-05,-5.6000000000000006e-05,-2.6000000000000002e-05,3.1e-05,3.5e-05,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
8,1444079672,0.997344,0.002113,0.001644,0.0035229999999999997,0.996092,0.9973879999999999,0.998497,1.8931950000000002,6.684609,5.043472,7.3e-05,0.00020299999999999997,0.00014199999999999998,0.0024760000000000003,0.42965600000000004,0.086724,0.165943,0.012653,-0.003356,-0.9972059999999999,0.009489000000000001,0.0038909999999999995,0.002064,0.331825,0.084646,0.241127,0.009148,0.044677,0.09188500000000001,0.135502,0.001883,0.002764,0.004378,0.143094,4.706681,5.592715,5.484225,5.420821,4.388907,4.897537000000001,4.437551999999999,1.0483799999999999,0.00898,0.000204,-0.000291,-0.005925,0.002332,0.004495,0.044932,-0.01081,0.008329999999999999,-0.166718,612.007422,0.982085,0.574549,1.280059,611.285553,611.915347,612.739045,2.474148,6.68461,5.043017,5e-05,9e-05,9.300000000000001e-05,0.000562,0.42949899999999996,7.793805,0.043923000000000004,86.701048,95.061483,-598.322632,1.489939,2.749567,0.734633,0.8392870000000001,-0.078651,-0.071421,0.9999969999999999,0.9999959999999999,0.999991,0.999976,0.9999520000000001,0.062189,0.08997899999999999,108.14306599999999,108.197769,,,65.0,10.0,11.068772000000001,2.404128,2.7000000000000002e-05,4.1e-05,-1.2e-05,-2e-05,4e-05,5.6000000000000006e-05,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
9,1444079732,0.997237,0.002037,0.001887,0.003861,0.996093,0.997128,0.998331,1.6747020000000001,6.68461,5.04333,2.8000000000000003e-05,0.000106,9.4e-05,0.001259,0.42959200000000003,3.177293,0.11623,0.013691,-0.0032840000000000005,-0.99713,0.003401,0.001629,0.002031,-0.0067079999999999996,-0.129414,0.322556,0.00313,0.002202,0.002757,0.0037890000000000003,0.0016769999999999999,0.002565,0.0038399999999999997,2.084119,6.476399,5.037429,3.186999,3.298797,2.703831,4.7725919999999995,1.9279689999999998,2.695831,0.20136500000000002,-0.00010700000000000001,0.00015,0.00044800000000000005,0.001959,0.003062,0.001094,-0.491386,0.071135,-0.009545999999999999,611.357989,0.7140310000000001,0.41338400000000003,0.969241,610.884091,611.3387230000001,611.8232419999999,2.5223299999999997,6.684611,5.0434529999999995,3.7e-05,0.000109,8e-05,0.00053,0.42961000000000005,5.1260650000000005,0.108073,85.628869,92.79794100000001,-598.175347,0.74061,0.745341,0.699847,0.027525,-0.095373,-0.020731,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.9999969999999999,0.06929600000000001,0.09895599999999999,108.093124,108.18370800000001,,,65.0,10.0,11.221391,2.417822,2.3e-05,3.4e-05,1.8e-05,-3.4e-05,,,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,Inactive
